,record.id,best_hit_id,identity%,alignment_length,evalue,bitscore
1715,tr|H7C514|H7C514_HUMAN,bmy_18987T0,94.872,117,1.65e-76,241
1716,tr|H7C568|H7C568_HUMAN,bmy_06016T0,36.066,61,5.9,25.4
1717,tr|H7C5B8|H7C5B8_HUMAN,bmy_04339T0,80.769,104,7.20e-53,162
1718,tr|H7C5I4|H7C5I4_HUMAN,bmy_18471T0,95.312,64,2.03e-38,125
1719,tr|H7C608|H7C608_HUMAN,bmy_10263T0,77.670,103,5.79e-51,160
1720,tr|H9E783|H9E783_HUMAN,bmy_16442T0,76.596,47,1.84e-21,84.0
1721,tr|H9E796|H9E796_HUMAN,bmy_16442T0,76.596,47,1.67e-21,84.3
1722,tr|H9E7C2|H9E7C2_HUMAN,bmy_16442T0,70.213,47,5.10e-19,77.4
1723,tr|H9E7E8|H9E7E8_HUMAN,bmy_16442T0,65.625,32,3.40e-11,57.0
1724,tr|H9E7H4|H9E7H4_HUMAN,bmy_16442T0,76.596,47,2.00e-21,83.6
1725,tr|H9E7I7|H9E7I7_HUMAN,bmy_16442T0,46.809,47,1.36e-09,52.8
1726,tr|H9E7K0|H9E7K0_HUMAN,bmy_16442T0,68.085,47,2.82e-17,73.2
1727,tr|H9E7L3|H9E7L3_HUMAN,bmy_16442T0,63.830,47,6.70e-16,69.7
1728,tr|H9E7Q2|H9E7Q2_HUMAN,bmy_16442T0,76.596,47,1.68e-21,84.3
1729,tr|H9E7R5|H9E7R5_HUMAN,bmy_16442T0,76.596,47,1.53e-21,84.3
1730,tr|H9E7V4|H9E7V4_HUMAN,bmy_16442T0,76.596,47,1.76e-21,84.0
1731,tr|H9M4C6|H9M4C6_HUMAN,bmy_20235T0,67.308,52,4.75e-10,51.2
1732,tr|H9MNC8|H9MNC8_HUMAN,bmy_16442T0,76.596,47,5.17e-21,83.2
1733,tr|H9PNQ5|H9PNQ5_HUMAN,bmy_16442T0,76.596,47,1.69e-21,84.3
1734,tr|H9QEG4|H9QEG4_HUMAN,bmy_16442T0,60.294,68,1.11e-21,84.7
1735,tr|H9QK01|H9QK01_HUMAN,bmy_16442T0,76.596,47,1.62e-21,84.3
1736,tr|H9QW90|H9QW90_HUMAN,bmy_16442T0,76.596,47,1.69e-21,84.3
1737,tr|H9RFM6|H9RFM6_HUMAN,bmy_16442T0,76.596,47,1.65e-21,84.3
1738,tr|H9RU15|H9RU15_HUMAN,bmy_16442T0,65.574,61,1.55e-21,84.3
1739,tr|H9S9B2|H9S9B2_HUMAN,bmy_16442T0,76.596,47,1.44e-21,84.3
1740,tr|H9SLH6|H9SLH6_HUMAN,bmy_16442T0,76.596,47,1.74e-21,84.3
1741,tr|H9T0Z6|H9T0Z6_HUMAN,bmy_16442T0,76.596,47,1.67e-21,84.3
1742,tr|H9T752|H9T752_HUMAN,bmy_16442T0,76.596,47,2.05e-21,84.0
1743,tr|H9ZYJ2|H9ZYJ2_HUMAN,bmy_04260T0,92.381,105,7.10e-70,203
1744,tr|I1E497|I1E497_HUMAN,bmy_16442T0,76.596,47,1.74e-21,84.3
1745,tr|I3L164|I3L164_HUMAN,bmy_17031T0,96.154,104,5.85e-68,207
1746,tr|I3L246|I3L246_HUMAN,bmy_06274T0,98.649,74,2.02e-47,147
1747,tr|I3L268|I3L268_HUMAN,bmy_01756T0,94.059,101,9.34e-53,173
1748,tr|I3L298|I3L298_HUMAN,bmy_02777T0,77.778,108,6.86e-59,182
1749,tr|I3L2A9|I3L2A9_HUMAN,bmy_01763T0,87.156,109,4.61e-65,199
1750,tr|I3L2B4|I3L2B4_HUMAN,bmy_02771T0,97.500,120,1.28e-81,242
1751,tr|I3L2Q8|I3L2Q8_HUMAN,bmy_18215T0,92.857,98,3.60e-67,203
1752,tr|I3L2R5|I3L2R5_HUMAN,bmy_01764T0,100.000,92,4.18e-62,188
1753,tr|I3L337|I3L337_HUMAN,bmy_18718T0,83.636,55,4.95e-28,99.0
1754,tr|I3L3B4|I3L3B4_HUMAN,bmy_00726T0,94.828,58,3.61e-26,94.7
1755,tr|I3L3N0|I3L3N0_HUMAN,bmy_00186T0,93.333,45,5.15e-25,94.0
1756,tr|I3L3P7|I3L3P7_HUMAN,bmy_06274T0,100.000,100,4.12e-71,207
1757,tr|I3L440|I3L440_HUMAN,bmy_13506T0,98.095,105,8.06e-73,219
1758,tr|I3L4C0|I3L4C0_HUMAN,bmy_00170T0,89.600,125,1.15e-77,231
1759,tr|I3L4C5|I3L4C5_HUMAN,bmy_13777T0,45.455,77,4.10e-15,68.6
1760,tr|I3L4E1|I3L4E1_HUMAN,bmy_09800T0,91.667,60,2.41e-39,134
1761,tr|I3L4E5|I3L4E5_HUMAN,bmy_19849T0,58.559,111,2.81e-42,144
1762,tr|I3L4K7|I3L4K7_HUMAN,bmy_08629T0,95.327,107,4.23e-64,202
1763,tr|I3L4S1|I3L4S1_HUMAN,bmy_05335T0,82.558,86,7.55e-36,123
1764,tr|I3L4X0|I3L4X0_HUMAN,bmy_00782T0,76.296,135,9.85e-62,192
1765,tr|I3L536|I3L536_HUMAN,bmy_20956T0,46.429,84,1.10e-22,89.7
1766,tr|I3NI03|I3NI03_HUMAN,bmy_02253T0,94.949,99,4.35e-63,199
1767,tr|I3Q3L2|I3Q3L2_HUMAN,bmy_16442T0,76.596,47,1.69e-21,84.3
1768,tr|I3Q8N0|I3Q8N0_HUMAN,bmy_16442T0,76.596,47,1.67e-21,84.3
1769,tr|I3WAC9|I3WAC9_HUMAN,bmy_05026T0,87.097,62,1.15e-29,101
1770,tr|I6L8B7|I6L8B7_HUMAN,bmy_09582T0,88.119,101,7.26e-63,186
1771,tr|I6ME00|I6ME00_HUMAN,bmy_16442T0,76.596,47,1.67e-21,84.3
1772,tr|I6QHG6|I6QHG6_HUMAN,bmy_16442T0,76.596,47,1.67e-21,84.3
1773,tr|I6QYW0|I6QYW0_HUMAN,bmy_11301T0,77.500,120,3.66e-68,210
1774,tr|I6SST1|I6SST1_HUMAN,bmy_14378T0,89.474,76,2.33e-44,149
1775,tr|I6TZT0|I6TZT0_HUMAN,bmy_14378T0,97.222,72,1.44e-47,158
1776,tr|I7GW38|I7GW38_HUMAN,bmy_16442T0,76.596,47,1.82e-21,84.3
1777,tr|J3JS66|J3JS66_HUMAN,bmy_11445T0,51.724,116,1.50e-31,111
1778,tr|J3KRY7|J3KRY7_HUMAN,bmy_05273T0,81.553,103,3.42e-57,172
1779,tr|J3KSH3|J3KSH3_HUMAN,bmy_15332T0,88.000,75,9.25e-47,145
1780,tr|J3KSI2|J3KSI2_HUMAN,bmy_20972T0,30.392,102,8.55e-13,61.6
1781,tr|J3KSN7|J3KSN7_HUMAN,bmy_11083T0,99.083,109,2.26e-73,222
1782,tr|J3KSP0|J3KSP0_HUMAN,bmy_20297T0,79.221,77,6.86e-38,129
1783,tr|J3KST3|J3KST3_HUMAN,bmy_10026T0,81.197,117,5.59e-67,200
1784,tr|J3KSX9|J3KSX9_HUMAN,bmy_03529T0,91.837,98,1.19e-57,182
1785,tr|J3KT84|J3KT84_HUMAN,bmy_02220T0,77.778,117,6.64e-62,192
1786,tr|J3KTC7|J3KTC7_HUMAN,bmy_15333T0,74.627,67,2.66e-26,100
1787,tr|J3KTF9|J3KTF9_HUMAN,bmy_12751T0,98.020,101,2.44e-71,208
1788,tr|J3KTQ7|J3KTQ7_HUMAN,bmy_02555T0,31.818,44,0.029,32.0
1789,tr|J3QKY9|J3QKY9_HUMAN,bmy_10998T0,84.000,100,2.44e-51,172
1790,tr|J3QKZ4|J3QKZ4_HUMAN,bmy_00124T0,82.759,58,1.09e-32,119
1791,tr|J3QL91|J3QL91_HUMAN,bmy_15333T0,86.275,102,9.92e-53,173
1792,tr|J3QLJ8|J3QLJ8_HUMAN,bmy_20043T0,81.818,77,7.27e-43,144
1793,tr|J3QLQ2|J3QLQ2_HUMAN,bmy_05899T0,37.736,53,4.49e-04,37.4
1794,tr|J3QQL2|J3QQL2_HUMAN,bmy_13808T0,92.135,89,1.08e-50,171
1795,tr|J3QQQ9|J3QQQ9_HUMAN,bmy_15024T0,98.095,105,3.36e-72,210
1796,tr|J3QQV1|J3QQV1_HUMAN,bmy_15024T0,98.077,104,1.42e-71,209
1797,tr|J3QQY2|J3QQY2_HUMAN,bmy_03769T0,32.432,37,1.1,27.7
1798,tr|J3QRI7|J3QRI7_HUMAN,bmy_15024T0,98.131,107,7.46e-74,214
1799,tr|J3QRU4|J3QRU4_HUMAN,bmy_01714T0,99.091,110,3.40e-76,220
1800,tr|J3QS21|J3QS21_HUMAN,bmy_04712T0,73.000,100,6.76e-50,155
1801,tr|J3QS45|J3QS45_HUMAN,bmy_02238T0,90.323,93,6.51e-56,172
1802,tr|J3QSB9|J3QSB9_HUMAN,bmy_03550T0,78.947,95,1.28e-48,149
1803,tr|J3QSD4|J3QSD4_HUMAN,bmy_00100T0,99.065,107,8.82e-76,226
1804,tr|J3QSZ6|J3QSZ6_HUMAN,bmy_17456T0,95.192,104,1.55e-70,207
1805,tr|J3QTI8|J3QTI8_HUMAN,bmy_05515T0,78.571,84,1.77e-43,140
1806,tr|K4DIA2|K4DIA2_HUMAN,bmy_04989T0,91.667,96,2.00e-62,190
1807,tr|K4DIB0|K4DIB0_HUMAN,bmy_04989T0,91.667,96,1.18e-62,190
1808,tr|K4KBD6|K4KBD6_HUMAN,bmy_01430T0,92.308,117,1.67e-67,207
1809,sp|K7EIQ3|CS082_HUMAN,bmy_09318T0,36.585,41,0.47,28.5
1810,tr|K7EIY0|K7EIY0_HUMAN,bmy_02423T0,89.362,94,1.84e-53,172
1811,tr|K7EJ64|K7EJ64_HUMAN,bmy_14284T0,89.130,92,1.28e-55,177
1812,tr|K7EJ73|K7EJ73_HUMAN,bmy_13754T0,85.185,81,1.14e-42,142
1813,tr|K7EJK5|K7EJK5_HUMAN,bmy_12301T0,82.883,111,2.37e-60,188
1814,tr|K7EJM9|K7EJM9_HUMAN,bmy_02427T0,95.833,48,9.02e-30,103
1815,tr|K7EJQ6|K7EJQ6_HUMAN,bmy_13259T0,92.233,103,7.65e-66,200
1816,tr|K7EJV5|K7EJV5_HUMAN,bmy_06665T0,100.000,105,3.92e-70,206
1817,tr|K7EKE4|K7EKE4_HUMAN,bmy_13472T0,46.429,112,3.34e-29,109
1818,tr|K7EKL1|K7EKL1_HUMAN,bmy_07073T0,98.901,91,2.19e-63,189
1819,tr|K7EKP2|K7EKP2_HUMAN,bmy_15236T0,74.490,98,7.45e-42,132
1820,tr|K7EKU3|K7EKU3_HUMAN,bmy_03285T0,44.444,36,1.06e-06,43.1
1821,tr|K7ELG5|K7ELG5_HUMAN,bmy_15241T0,75.455,110,7.47e-52,160
1822,tr|K7EM56|K7EM56_HUMAN,bmy_06672T0,99.107,112,1.54e-78,226
1823,tr|K7EMD8|K7EMD8_HUMAN,bmy_00143T0,98.701,77,4.97e-45,150
1824,tr|K7EMG3|K7EMG3_HUMAN,bmy_09891T0,97.260,73,4.35e-48,150
1825,tr|K7EMV4|K7EMV4_HUMAN,bmy_16820T0,71.074,121,3.58e-39,127
1826,tr|K7ENE3|K7ENE3_HUMAN,bmy_15648T0,82.407,108,1.90e-57,174
1827,tr|K7ENJ1|K7ENJ1_HUMAN,bmy_06682T0,98.131,107,1.03e-70,213
1828,tr|K7EP01|K7EP01_HUMAN,bmy_10521T0,91.139,79,5.73e-45,141
1829,tr|K7EP19|K7EP19_HUMAN,bmy_07724T0,92.188,64,1.88e-36,129
1830,tr|K7EP87|K7EP87_HUMAN,bmy_02661T0,96.774,31,5.29e-15,65.5
1831,tr|K7EQ44|K7EQ44_HUMAN,bmy_16820T0,100.000,62,8.36e-40,128
1832,tr|K7EQ77|K7EQ77_HUMAN,bmy_06931T0,70.755,106,5.85e-55,167
1833,tr|K7EQT3|K7EQT3_HUMAN,bmy_14284T0,86.458,96,8.12e-56,178
1834,tr|K7EQZ5|K7EQZ5_HUMAN,bmy_15642T0,83.929,112,8.04e-63,201
1835,tr|K7ER35|K7ER35_HUMAN,bmy_11344T0,90.722,97,6.77e-59,190
1836,tr|K7ES43|K7ES43_HUMAN,bmy_04846T0,96.078,102,5.05e-65,201
1837,tr|K7ES67|K7ES67_HUMAN,bmy_18260T0,77.165,127,7.89e-61,186
1838,tr|K7ESL0|K7ESL0_HUMAN,bmy_21372T0,85.135,74,3.31e-39,130
1839,tr|K7ESL3|K7ESL3_HUMAN,bmy_22510T0,68.750,112,1.36e-51,169
1840,tr|K7WBF6|K7WBF6_HUMAN,bmy_16442T0,70.213,47,1.97e-17,73.6
1841,tr|K7WG68|K7WG68_HUMAN,bmy_16442T0,65.957,47,1.40e-14,66.2
1842,tr|K9R2C4|K9R2C4_HUMAN,bmy_16442T0,76.596,47,1.83e-21,84.3
1843,tr|L0ENF7|L0ENF7_HUMAN,bmy_01732T0,81.429,70,2.75e-32,115
1844,tr|L0ENG6|L0ENG6_HUMAN,bmy_01732T0,81.429,70,1.77e-31,112
1845,tr|L0ENG9|L0ENG9_HUMAN,bmy_01732T0,81.429,70,2.75e-32,115
1846,tr|L0EPV7|L0EPV7_HUMAN,bmy_01732T0,81.429,70,3.12e-32,114
1847,tr|L0EPW3|L0EPW3_HUMAN,bmy_01732T0,82.857,70,3.71e-33,117
1848,tr|L0EPX4|L0EPX4_HUMAN,bmy_01732T0,68.000,100,5.63e-28,103
1849,tr|L0EPY0|L0EPY0_HUMAN,bmy_01732T0,81.429,70,2.75e-32,115
1850,tr|L0EPZ1|L0EPZ1_HUMAN,bmy_01732T0,82.857,70,4.40e-33,117
1851,tr|L0EQ03|L0EQ03_HUMAN,bmy_01732T0,81.429,70,2.75e-32,115
1852,tr|L0EQ05|L0EQ05_HUMAN,bmy_01732T0,82.857,70,3.14e-33,117
1853,tr|L0EQ52|L0EQ52_HUMAN,bmy_01732T0,82.857,70,3.71e-33,117
1854,tr|L0EQ92|L0EQ92_HUMAN,bmy_01732T0,81.429,70,2.09e-32,115
1855,tr|L0EQE2|L0EQE2_HUMAN,bmy_01732T0,69.000,100,1.32e-28,105
1856,tr|L0EQP1|L0EQP1_HUMAN,bmy_01732T0,82.857,70,3.27e-33,117
1857,tr|L0EQP9|L0EQP9_HUMAN,bmy_01732T0,81.429,70,1.80e-32,115
1858,tr|L0EQQ9|L0EQQ9_HUMAN,bmy_01732T0,82.857,70,3.64e-33,117
1859,tr|L0EQU5|L0EQU5_HUMAN,bmy_01732T0,81.429,70,1.30e-31,113
1860,tr|L0EQX3|L0EQX3_HUMAN,bmy_01732T0,82.857,70,3.71e-33,117
1861,tr|L0ERB4|L0ERB4_HUMAN,bmy_01732T0,81.429,70,8.48e-32,113
1862,tr|L0ES54|L0ES54_HUMAN,bmy_01732T0,69.000,100,1.36e-28,104
1863,tr|L0ES73|L0ES73_HUMAN,bmy_01732T0,68.000,100,8.09e-27,100
1864,tr|L0ESB7|L0ESB7_HUMAN,bmy_01732T0,71.000,100,1.45e-28,104
1865,tr|L0ESQ5|L0ESQ5_HUMAN,bmy_01732T0,69.000,100,8.50e-29,105
1866,sp|L0R6Q1|S35U4_HUMAN,bmy_12932T0,41.379,29,0.028,30.8
1867,tr|L0R6S1|L0R6S1_HUMAN,bmy_08640T0,58.333,108,1.18e-36,127
1868,tr|L7QJB5|L7QJB5_HUMAN,bmy_21908T0,94.366,71,2.67e-42,137
1869,tr|L7XJX4|L7XJX4_HUMAN,bmy_16442T0,76.596,47,1.96e-21,84.3
1870,tr|M0QX14|M0QX14_HUMAN,bmy_16300T0,91.667,96,1.04e-61,193
1871,tr|M0QXI6|M0QXI6_HUMAN,bmy_06401T0,100.000,109,3.38e-69,213
1872,tr|M0QXW8|M0QXW8_HUMAN,bmy_21878T0,91.818,110,1.25e-65,206
1873,tr|M0QY37|M0QY37_HUMAN,bmy_16300T0,93.684,95,1.66e-62,195
1874,tr|M0QY38|M0QY38_HUMAN,bmy_05021T0,41.463,82,1.55e-15,68.9
1875,tr|M0QY85|M0QY85_HUMAN,bmy_16300T0,95.327,107,1.01e-73,224
1876,tr|M0QYB6|M0QYB6_HUMAN,bmy_21876T0,97.590,83,1.10e-54,171
1877,tr|M0QYH6|M0QYH6_HUMAN,bmy_06362T0,73.469,147,5.88e-67,206
1878,tr|M0QYU1|M0QYU1_HUMAN,bmy_06402T0,98.148,54,6.82e-32,117
1879,tr|M0QZC0|M0QZC0_HUMAN,bmy_01978T0,57.143,77,1.99e-23,92.4
1880,tr|M0QZW5|M0QZW5_HUMAN,bmy_06574T0,95.098,102,6.47e-58,181
1881,tr|M0R0C1|M0R0C1_HUMAN,bmy_11705T0,64.220,109,1.69e-43,138
1882,tr|M0R0U2|M0R0U2_HUMAN,bmy_16348T0,98.276,58,3.96e-28,102
1883,tr|M0R0X0|M0R0X0_HUMAN,bmy_16300T0,94.565,92,1.35e-60,190
1884,tr|M0R1B6|M0R1B6_HUMAN,bmy_15840T0,95.699,93,2.78e-61,191
1885,tr|M0R1D2|M0R1D2_HUMAN,bmy_11705T0,76.829,82,1.76e-40,130
1886,tr|M0R1M6|M0R1M6_HUMAN,bmy_16968T0,58.824,51,1.97e-16,67.8
1887,tr|M0R1S3|M0R1S3_HUMAN,bmy_01978T0,57.143,77,1.60e-23,92.4
1888,tr|M0R1S5|M0R1S5_HUMAN,bmy_06384T0,95.960,99,1.57e-63,197
1889,tr|M0R257|M0R257_HUMAN,bmy_02620T0,100.000,115,7.44e-82,238
1890,tr|M0R2J2|M0R2J2_HUMAN,bmy_21331T0,29.630,81,0.41,28.9
1891,tr|M0R2K7|M0R2K7_HUMAN,bmy_06413T0,87.156,109,8.07e-65,201
1892,tr|M0R2U9|M0R2U9_HUMAN,bmy_11297T0,82.418,91,3.84e-50,161
1893,tr|M0R2W7|M0R2W7_HUMAN,bmy_11281T0,79.412,136,3.03e-69,214
1894,tr|M0R3H0|M0R3H0_HUMAN,bmy_16351T0,94.231,104,9.57e-65,191
1895,tr|N0E638|N0E638_HUMAN,bmy_03147T0,100.000,68,4.13e-46,147
1896,tr|N0E6J1|N0E6J1_HUMAN,bmy_03147T0,98.333,60,3.98e-39,130
1897,sp|O15428|PINL_HUMAN,bmy_21076T0,87.302,63,3.28e-34,114
1898,tr|O21102|O21102_HUMAN,bmy_16442T0,76.596,47,1.76e-21,84.0
1899,sp|O60397|COX7S_HUMAN,bmy_07890T0,85.185,81,1.05e-46,144
1900,sp|O60688|YPEL1_HUMAN,bmy_17545T0,83.186,113,5.74e-74,215
1901,tr|O75546|O75546_HUMAN,bmy_00773T0,97.458,118,1.07e-81,237
1902,tr|O95333|O95333_HUMAN,bmy_03975T0,80.374,107,1.41e-56,178
1903,sp|O96002|CX001_HUMAN,bmy_08117T0,28.000,50,4.9,25.8
1904,sp|P09565|IG2R_HUMAN,bmy_15441T0,40.000,30,0.26,29.6
1905,sp|P0C6P0|BCL8_HUMAN,bmy_03077T0,91.566,83,1.98e-50,154
1906,sp|P0C7P2|RFL3S_HUMAN,bmy_10489T0,32.692,52,0.43,28.1
1907,sp|P0C853|BAAS2_HUMAN,bmy_13771T0,31.250,48,0.88,28.1
1908,sp|P0CE71|OCM2_HUMAN,bmy_22177T0,98.165,109,2.72e-75,217
1909,sp|P0CL80|GG12F_HUMAN,bmy_18958T0,41.791,67,0.042,32.0
1910,sp|P0CL81|GG12G_HUMAN,bmy_18958T0,41.791,67,0.042,32.0
1911,sp|P0CW19|LIMS3_HUMAN,bmy_10445T0,76.364,55,5.84e-26,92.4
1912,sp|P0DL12|SIM17_HUMAN,bmy_08612T0,35.366,82,0.014,33.5
1913,sp|P0DMB2|CH088_HUMAN,bmy_03500T0,51.852,27,0.11,30.8
1914,sp|P0DPH9|CX05B_HUMAN,bmy_04506T0,36.957,46,0.033,31.2
1915,sp|P0DSO3|GAGE4_HUMAN,bmy_18958T0,41.791,67,0.047,31.6
1916,sp|P0DTW1|GAGE1_HUMAN,bmy_18958T0,41.791,67,0.054,31.6
1917,sp|P0DW85|H2BN1_HUMAN,bmy_14312T0,52.212,113,3.51e-19,79.0
1918,sp|P56555|DSCR4_HUMAN,bmy_22386T0,26.136,88,1.3,27.7
1919,sp|P61571|REC21_HUMAN,bmy_02811T0,29.870,77,0.20,29.6
1920,sp|P61572|REC19_HUMAN,bmy_02811T0,30.769,78,0.59,28.5
1921,sp|P61573|REC9_HUMAN,bmy_02811T0,30.769,78,0.59,28.5
1922,sp|P61574|RE113_HUMAN,bmy_02811T0,30.769,78,0.59,28.5
1923,sp|P61575|RECK8_HUMAN,bmy_00273T0,38.095,42,0.41,28.9
1924,sp|P61576|REC04_HUMAN,bmy_00273T0,38.095,42,0.40,28.9
1925,sp|P61578|REC16_HUMAN,bmy_00273T0,38.095,42,0.36,28.9
1926,sp|P61579|ERK25_HUMAN,bmy_02811T0,30.769,78,0.59,28.5
1927,tr|Q05BS2|Q05BS2_HUMAN,bmy_17651T0,37.313,67,3.97e-05,40.8
1928,tr|Q05CR2|Q05CR2_HUMAN,bmy_19234T0,58.427,89,4.64e-29,103
1929,sp|Q08E93|F27E3_HUMAN,bmy_02581T0,37.288,59,0.023,32.7
1930,tr|Q0EFC9|Q0EFC9_HUMAN,bmy_00523T0,92.661,109,1.05e-73,214
1931,tr|Q0VAS5|Q0VAS5_HUMAN,bmy_03042T0,99.029,103,6.96e-68,198
1932,sp|Q13070|GAGE6_HUMAN,bmy_18958T0,41.791,67,0.071,31.2
1933,sp|Q13278|RIG_HUMAN,bmy_11306T0,52.000,25,0.041,32.0
1934,tr|Q14476|Q14476_HUMAN,bmy_13073T0,85.149,101,2.68e-59,183
1935,tr|Q14899|Q14899_HUMAN,bmy_12973T0,26.549,113,0.59,28.9
1936,tr|Q14XI3|Q14XI3_HUMAN,bmy_16939T0,67.708,96,4.91e-34,115
1937,tr|Q14Y84|Q14Y84_HUMAN,bmy_06829T0,77.228,101,3.47e-45,143
1938,tr|Q14ZY3|Q14ZY3_HUMAN,bmy_17649T0,70.588,51,2.91e-15,69.3
1939,tr|Q15161|Q15161_HUMAN,bmy_01742T0,97.590,83,1.13e-49,167
1940,tr|Q15254|Q15254_HUMAN,bmy_04911T0,91.304,46,7.62e-11,55.5
1941,tr|Q15448|Q15448_HUMAN,bmy_06174T0,82.301,113,1.21e-62,187
1942,tr|Q15706|Q15706_HUMAN,bmy_15675T0,62.500,32,4.95e-10,50.8
1943,tr|Q16466|Q16466_HUMAN,bmy_06467T0,80.597,134,2.25e-69,206
1944,tr|Q1LZN1|Q1LZN1_HUMAN,bmy_02513T0,40.000,40,3.5,26.2
1945,tr|Q27H02|Q27H02_HUMAN,bmy_16442T0,76.596,47,2.67e-21,84.0
1946,tr|Q2HK90|Q2HK90_HUMAN,bmy_16442T0,76.596,47,1.07e-21,84.7
1947,tr|Q2N1I3|Q2N1I3_HUMAN,bmy_01223T0,93.137,102,2.76e-68,199
1948,tr|Q2VYF0|Q2VYF0_HUMAN,bmy_22041T0,64.948,97,4.32e-33,112
1949,tr|Q2XV08|Q2XV08_HUMAN,bmy_09778T0,39.394,33,0.29,28.9
1950,sp|Q3B7S5|SMI21_HUMAN,bmy_05782T0,29.508,61,0.019,31.2
1951,tr|Q3KR08|Q3KR08_HUMAN,bmy_16137T0,100.000,62,1.58e-39,134
1952,tr|Q3KRB4|Q3KRB4_HUMAN,bmy_04341T0,83.962,106,1.59e-61,182
1953,sp|Q3LHN0|KR251_HUMAN,bmy_15967T0,47.059,68,4.22e-15,68.6
1954,tr|Q3SX58|Q3SX58_HUMAN,bmy_03378T0,92.391,92,1.19e-57,172
1955,tr|Q3T1B0|Q3T1B0_HUMAN,bmy_08477T0,97.479,119,6.99e-88,249
1956,sp|Q3Y452|TDRG1_HUMAN,bmy_13336T0,41.176,34,0.36,28.9
1957,tr|Q45NE6|Q45NE6_HUMAN,bmy_03157T0,76.471,51,6.24e-21,83.6
1958,sp|Q49AS3|L37A5_HUMAN,bmy_22696T0,68.056,72,2.56e-27,97.4
1959,tr|Q4EWX2|Q4EWX2_HUMAN,bmy_16442T0,76.596,47,1.82e-21,84.3
1960,tr|Q4F2M4|Q4F2M4_HUMAN,bmy_16442T0,76.596,47,5.22e-21,83.2
1961,tr|Q4F4E8|Q4F4E8_HUMAN,bmy_16442T0,76.596,47,2.00e-21,84.0
1962,tr|Q4F698|Q4F698_HUMAN,bmy_16442T0,76.596,47,1.80e-21,84.3
1963,tr|Q4FEB2|Q4FEB2_HUMAN,bmy_17490T0,82.353,51,2.39e-22,89.4
1964,tr|Q4FEB4|Q4FEB4_HUMAN,bmy_17490T0,82.353,51,2.64e-22,89.4
1965,sp|Q4G0N0|GGTA1_HUMAN,bmy_04582T0,77.632,76,1.31e-35,125
1966,tr|Q4R1L3|Q4R1L3_HUMAN,bmy_16939T0,66.667,96,3.02e-33,113
1967,sp|Q4V321|GAG13_HUMAN,bmy_18958T0,41.791,67,0.054,31.6
1968,sp|Q4V326|GAG2E_HUMAN,bmy_18958T0,39.706,68,0.16,30.0
1969,tr|Q4VFA1|Q4VFA1_HUMAN,bmy_16442T0,75.000,48,1.49e-21,84.3
1970,tr|Q4W5L2|Q4W5L2_HUMAN,bmy_16893T0,65.000,100,2.46e-33,111
1971,tr|Q4ZGM8|Q4ZGM8_HUMAN,bmy_01858T0,69.000,100,8.07e-42,140
1972,tr|Q50HP6|Q50HP6_HUMAN,bmy_09778T0,39.394,33,0.28,28.9
1973,tr|Q53G02|Q53G02_HUMAN,bmy_21503T0,98.571,70,4.19e-43,135
1974,tr|Q53S24|Q53S24_HUMAN,bmy_04911T0,97.297,111,1.21e-62,187
1975,tr|Q53X90|Q53X90_HUMAN,bmy_22244T0,54.630,108,5.04e-34,113
1976,tr|Q562S2|Q562S2_HUMAN,bmy_12409T0,100.000,103,3.45e-72,218
1977,sp|Q58A44|PCOTH_HUMAN,bmy_22185T0,53.659,41,0.023,32.3
1978,tr|Q58F37|Q58F37_HUMAN,bmy_16442T0,76.596,47,2.05e-21,84.0
1979,tr|Q58I20|Q58I20_HUMAN,bmy_03703T0,93.043,115,1.55e-74,220
1980,sp|Q5BKY6|YV018_HUMAN,bmy_19414T0,26.786,56,0.14,30.0
1981,tr|Q5FBX5|Q5FBX5_HUMAN,bmy_07283T0,85.366,41,1.11e-16,69.7
1982,sp|Q5H943|KKLC1_HUMAN,bmy_02081T0,41.176,34,0.84,28.1
1983,sp|Q5I0X4|CF226_HUMAN,bmy_19137T0,38.889,18,2.9,26.2
1984,sp|Q5JNZ5|RS26L_HUMAN,bmy_00162T0,94.059,101,8.98e-66,193
1985,tr|Q5JRJ0|Q5JRJ0_HUMAN,bmy_12827T0,83.478,115,2.18e-48,150
1986,sp|Q5JRK9|GGEE3_HUMAN,bmy_00819T0,51.389,72,2.67e-16,67.0
1987,tr|Q5JSK8|Q5JSK8_HUMAN,bmy_21548T0,67.073,82,1.03e-28,105
1988,tr|Q5JSZ6|Q5JSZ6_HUMAN,bmy_05361T0,73.282,131,1.77e-48,163
1989,tr|Q5JVP2|Q5JVP2_HUMAN,bmy_03564T0,32.331,133,6.43e-10,54.3
1990,tr|Q5JYG4|Q5JYG4_HUMAN,bmy_02007T0,100.000,51,1.16e-27,105
1991,sp|Q5K130|CLU1O_HUMAN,bmy_21877T0,40.625,32,0.062,30.8
1992,tr|Q5Q3N7|Q5Q3N7_HUMAN,bmy_10396T0,41.935,62,1.62e-13,60.1
1993,tr|Q5Q3P5|Q5Q3P5_HUMAN,bmy_10396T0,41.935,62,4.14e-14,61.6
1994,tr|Q5Q467|Q5Q467_HUMAN,bmy_10396T0,41.935,62,4.01e-14,61.6
1995,tr|Q5Q4X1|Q5Q4X1_HUMAN,bmy_10396T0,41.935,62,3.05e-14,62.0
